1480583700 751.6 751.77 749.6 751.77 83.1183 83.1183 83.1183 0 0 0 83.1183 111 751.309 751.555 
1480584600 751.77 752.49 750.03 751.97 405.898 405.898 405.898 0 0 0 405.898 512 751.501 751.669 
1480585500 751.97 752.49 749.64 751 291.904 291.904 291.904 0 0 0 291.904 208 751.61 751.523 
1480586400 751.68 752.24 750.01 750.01 163.979 163.979 163.979 0 0 0 163.979 250 751.191 751.073 
1480587300 750.01 750.75 750 750.74 238.474 238.474 238.474 0 0 0 238.474 206 750.559 750.516 
1480588200 750.74 752.25 750.4 752 356.886 356.886 356.886 0 0 0 356.886 531 751.575 751.763 
1480589100 750.47 752.25 750.46 751.43 333.336 333.336 333.336 0 0 0 333.336 374 752 752.039 
1480590000 752.13 752.16 748.41 751 466.753 466.753 466.753 0 0 0 466.753 277 750.676 750.278 
1480590900 750.99 752.77 750.02 752.71 275.044 275.044 275.044 0 0 0 275.044 210 751.99 752.019 
1480591800 752.77 754.98 751.46 751.75 338.71 338.71 338.71 0 0 0 338.71 241 753.359 753.399 
1480592700 751.75 752.5 750.84 751.66 203.9 203.9 203.9 0 0 0 203.9 144 751.729 751.824 
1480593600 751.64 751.75 751.01 751.75 160.43 160.43 160.43 0 0 0 160.43 173 751.361 751.358 
1480594500 751.73 751.75 751.18 751.73 95.9517 95.9517 95.9517 0 0 0 95.9517 81 751.562 751.615 
1480595400 751.72 752.5 751.32 752.29 125.679 125.679 125.679 0 0 0 125.679 90 751.758 751.718 
1480596300 752.24 753.5 752.13 753.5 194.202 194.202 194.202 0 0 0 194.202 82 753.161 753.226 
1480597200 753.5 754 753.33 753.33 72.4342 72.4342 72.4342 0 0 0 72.4342 43 753.704 753.694 
1480598100 753.33 753.33 750.94 752.8 468.609 468.609 468.609 0 0 0 468.609 168 752.493 752.502 
1480599000 752.6 754 750.97 754 403.808 403.808 403.808 0 0 0 403.808 107 752.373 752.747 
1480599900 752.5 753.6 751.94 753 90.2923 90.2923 90.2923 0 0 0 90.2923 57 752.688 752.676 
1480600800 753.59 753.59 752.05 752.22 114.29 114.29 114.29 0 0 0 114.29 32 752.727 752.695 
1480601700 752.22 752.57 750.94 751.31 260.05 260.05 260.05 0 0 0 260.05 159 751.642 751.698 
1480602600 751.69 751.69 750.57 750.57 303.75 303.75 303.75 0 0 0 303.75 135 751.021 750.964 
1480603500 750.86 751.65 750.02 751.65 262.403 262.403 262.403 0 0 0 262.403 123 750.935 750.889 
1480604400 751.64 752.19 750.75 751.81 275.318 275.318 275.318 0 0 0 275.318 158 751.521 751.536 
1480605300 751.81 754.99 751 754.03 344.372 344.372 344.372 0 0 0 344.372 215 752.526 752.257 
1480606200 754.02 754.02 752.65 753.21 73.1203 73.1203 73.1203 0 0 0 73.1203 81 752.966 753.085 
1480607100 753.2 754.39 753.2 753.36 30.4266 30.4266 30.4266 0 0 0 30.4266 49 753.722 753.501 
1480608000 753.69 754 753.22 753.71 88.2065 88.2065 88.2065 0 0 0 88.2065 85 753.667 753.673 
1480608900 753.71 753.9 753.28 753.3 30.6374 30.6374 30.6374 0 0 0 30.6374 22 753.621 753.676 
1480609800 753.7 754 753.38 754 46.868 46.868 46.868 0 0 0 46.868 37 753.806 753.824 
1480610700 754.71 754.71 753.45 754.4 22.6429 22.6429 22.6429 0 0 0 22.6429 37 754.003 754.004 
1480611600 754.36 754.9 754.03 754.8 15.9525 15.9525 15.9525 0 0 0 15.9525 34 754.475 754.49 
1480612500 754.8 755 754.8 755 84.6242 84.6242 84.6242 0 0 0 84.6242 48 754.988 754.995 
1480613400 754.99 754.99 753.63 754.49 27.1161 27.1161 27.1161 0 0 0 27.1161 21 754.269 754.475 
1480614300 754.49 754.49 754.49 754.49 3.40757 3.40757 3.40757 0 0 0 3.40757 4 754.49 754.49 
1480615200 754.49 754.5 753.84 753.84 37.3557 37.3557 37.3557 0 0 0 37.3557 68 754.198 754.23 
1480616100 753.99 755.2 753.81 755.19 166.03 166.03 166.03 0 0 0 166.03 26 754.764 754.91 
1480617000 755.09 755.2 754.02 754.42 22.2948 22.2948 22.2948 0 0 0 22.2948 18 754.766 754.293 
1480617900 754.42 755.13 754.42 755.13 2.93399 2.93399 2.93399 0 0 0 2.93399 12 754.843 754.944 
1480618800 755.17 756 755.17 755.48 51.8043 51.8043 51.8043 0 0 0 51.8043 31 755.735 755.622 
1480619700 755.58 755.58 754.01 754.14 142.785 142.785 142.785 0 0 0 142.785 32 754.841 754.433 
1480620600 755.11 755.25 754.36 754.56 7.81687 7.81687 7.81687 0 0 0 7.81687 24 754.757 754.815 
1480621500 754.64 754.64 754.01 754.63 38.879 38.879 38.879 0 0 0 38.879 30 754.442 754.204 
1480622400 754.24 754.47 753.68 754.2 60.8692 60.8692 60.8692 0 0 0 60.8692 50 754.119 754.03 
1480623300 754.47 754.48 753.91 754.1 47.9859 47.9859 47.9859 0 0 0 47.9859 55 754.058 753.989 
1480624200 754 754.05 752.69 753.35 112.35 112.35 112.35 0 0 0 112.35 139 753.418 753.44 
1480625100 753.06 753.85 752.54 753.81 6.769 6.769 6.769 0 0 0 6.769 18 753.385 753.564 
1480626000 753.8 753.8 753.48 753.49 30.1657 30.1657 30.1657 0 0 0 30.1657 28 753.593 753.588 
1480626900 753.48 753.88 753.43 753.88 13.3332 13.3332 13.3332 0 0 0 13.3332 30 753.767 753.789 
1480627800 753.88 753.88 753.42 753.42 13.808 13.808 13.808 0 0 0 13.808 24 753.599 753.628 
1480628700 753.41 753.42 753.41 753.41 24.1522 24.1522 24.1522 0 0 0 24.1522 15 753.415 753.413 
1480629600 753.42 753.44 753.42 753.44 26.9102 26.9102 26.9102 0 0 0 26.9102 32 753.421 753.421 
1480630500 753.43 754.27 753.42 754.01 23.4482 23.4482 23.4482 0 0 0 23.4482 26 753.918 753.986 
1480631400 753.98 754.65 753.98 754.49 12.323 12.323 12.323 0 0 0 12.323 19 754.394 754.413 
1480632300 754.65 754.65 754.3 754.65 11.178 11.178 11.178 0 0 0 11.178 15 754.587 754.622 
1480633200 754.65 754.65 754.36 754.5 3.63722 3.63722 3.63722 0 0 0 3.63722 9 754.488 754.582 
